_sort,id,published,name,pre_headline,title,lead_text,embedded_html_base_name,language_code,urlname,slug,link,_request,_article_bib_key,how_to_cite,pure_html_asset,pure_pdf_asset,doi,created_at,page_layout,tag_page_type,tag_media,tag_content_type,tag_language,tag_institution,tag_canton,tag_project,tag_public,tag_references,tag_footnotes,ref_bib_keys,references_asset_url,_further_refs,further_references_asset_url,_depends_on,_to_do_on_the_portal,assigned_authors,intro_image_asset,intro_image_portal,audio_assets,audios_portal,video_assets,videos_portal,pdf_assets,pdfs_portal,picture_assets,pictures_portal,text_and_picture_assets,text_and_pictures_portal,box_assets,_attachment_links_assets,attachment_links_portal,has_html_header_tags,links_in_text_or_embed_blocks,themetags_discipline,themetags_focus,themetags_structural,status,changes_made,error_message,error_trace,,
1386,6082,,"Wozu die Philosophie, wenn wir über Gesundheit sprechen?",,"Wozu die Philosophie, wenn wir über Gesundheit sprechen?","<p>Auf den ersten Blick scheint Gesundheit einen eher lockeren Zusammenhang mit Philosophie zu haben. ‚Gesundheit’ ist in der Tat ein medizinisches Konzept, das ein Fachwissen – u.a. menschliche Anatomie, Physiologie – und ein praktisches Ziel voraussetzt, nämlich die Sorge für das Wohlbefinden der Menschen.</p>",,en-UK,2016-12-12-wienand,/2016-12-12-wienand,https://www.philosophie.ch/2016-12-12-wienand,GET,,,,,,42716,article,article,,,German,,,,,,,,,,,,,wienand-i,2016-12-12-wienand.png,Philosophie und Gesundheit (2).png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Philosophie und Gesundheit (2).png }},,,,
1385,6083,,Der pathische Ernst von Krankheit und Gesundheit,,Der pathische Ernst von Krankheit und Gesundheit,"<p>Gesundheit ist nichts, das man 'hat', sondern ""nur dort vorhanden, wo sie in jedem Augenblick des Lebens erzeugt wird"" (Viktor von Weizsäcker). 'In jedem Augenblick erzeugen', das bedeutet: Gesundheit ist Arbeit. Warum?</p>",,en-UK,2016-12-12-wiedebach,/2016-12-12-wiedebach,https://www.philosophie.ch/2016-12-12-wiedebach,GET,,,,,,42716,article,article,,,German,,,,,,,,,,,,,wiedebach-h,2016-12-12-wiedebach.png,Gesundheit ist Arbeit.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Gesundheit ist Arbeit.png }},,,,
1383,6084,,Postmortale Organspende: Wer entscheidet?,,Postmortale Organspende: Wer entscheidet?,<p>In Umfragen äußern die Menschen eine hohe „grundsätzliche“ Bereitschaft zur Organspende. Aber nur in ganz wenigen Spendefällen können die Ärzte auf einen mitgeführten Organspendeausweis zurückgreifen. In den meisten Fällen wird eine Entnahme auf die Zustimmung der Angehörigen gestützt.</p>,,en-UK,2016-12-12-luebbe,/2016-12-12-luebbe,https://www.philosophie.ch/2016-12-12-luebbe,GET,,,,,,42716,article,article,,,German,,,,,,,,,,,,,luebbe-w,2016-12-12-luebbe.png,Organspende.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Organspende.png }},,,,
1384,6085,,Philosophische Perspektiven zum Thema „Philosophie und Gesundheit“,,Philosophische Perspektiven zum Thema „Philosophie und Gesundheit“,<p>Gesundheit ist ein wichtiges Gut für den Menschen. Wir wollen gerne gesund sein. Aber wie wichtig ist dieser Wert und auf welches Niveau von Gesundheit sollte die medizinische Versorgung abzielen?</p>,,en-UK,2016-12-12-schramme,/2016-12-12-schramme,https://www.philosophie.ch/2016-12-12-schramme,GET,,,,,,42716,article,article,,,German,,,,,,,,,,,,,schramme,2016-12-12-schramme.png,Philosophie und Gesundheit.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Philosophie und Gesundheit.png }},,,,
1398,6087,,Philosophie im Diskurs mit Medizin und Pflegen,,Philosophie im Diskurs mit Medizin und Pflegen,"<p>Philosophie einerseits und Medizin und Pflege andererseits befinden sich also in einem teils paradoxen Verhältnis zueinander, bedingen und begrenzen sich gegenseitig und sollten dennoch nicht losgelöst voneinander agieren, denn jede profitiert von den Fortschritten des anderen.</p>",,en-UK,2016-12-14-walther-png,/2016-12-14-walther-png,https://www.philosophie.ch/2016-12-14-walther-png,GET,,,,,,42718,article,article,,,German,,,,,,,,,,,,,walther-a,2016-12-14-walther.png,2016-12-14-walther.png,,,,,,,,,,,,,,,,,Gesundheit,,,slug: {{ /2016-12-14-walther }} => {{ /2016-12-14-walther-png }} ;;; link: {{ https://www.philosophie.ch/2016-12-14-walther }} => {{ https://www.philosophie.ch/2016-12-14-walther-png }} ;;; tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2016-12-14-walther.png }},,,,
1382,6088,,Zwischen Selbstbestimmung und Geschehenlassen am Lebensende,,Zwischen Selbstbestimmung und Geschehenlassen am Lebensende,"<p>In den letzten hundert Jahren hat die Medizin grosse Erfolge gefeiert, unsere Lebenserwartung stieg kontinuierlich an. Heute sterben zwei Drittel der Menschen erst im Alter über achtzig Jahren. Und die Möglichkeiten der Medizin wachsen weiter, die Grenzen des Möglichen verschieben sich immer weiter.</p>",,en-UK,2016-12-12-kunz,/2016-12-12-kunz,https://www.philosophie.ch/2016-12-12-kunz,GET,,,,,,42716,article,article,,,German,,,,,,,,,,,,,kunz-r,2016-12-12-kunz.png,Zwischen Selbstbestimmung und Gehenlassen am Lebensende.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Zwischen Selbstbestimmung und Gehenlassen am Lebensende.png }},,,,
1399,6089,,Von der Notwendigkeit einer subjektiven Pathologie,,Von der Notwendigkeit einer subjektiven Pathologie,"<p>Die Medizin einer philosophischen Theorie der physiologischen Norm, einer Kritik der Normativität der Medizin, insbesondere ihrer kryptonormativen und moralischen Vorgaben sowie einer soziokulturellen Phänomenologie der Adaptation von Individuen und Kollektiven.</p> <p> </p>",,en-UK,2016-12-14-wiesemann,/2016-12-14-wiesemann,https://www.philosophie.ch/2016-12-14-wiesemann,GET,,,,,,42718,article,article,,,German,,,,,,,,,,,,,wiesemann-c,2016-12-14-wiesemann.png,2016-12-14-wiesemann.png,,,,,,,,,,,,,,,,,Gesundheit,,,"lead_text: {{ <p>Die Medizin einer philosophischen Theorie der physiologischen Norm, einer Kritik der Normativität der Medizin, insbesondere ihrer kryptonormativen und moralischen Vorgaben sowie einer soziokulturellen Phänomenologie der Adaptation von Individuen und Kollektiven.</p> <p> </p> }} => {{ <p>Die Medizin einer philosophischen Theorie der physiologischen Norm, einer Kritik der Normativität der Medizin, insbesondere ihrer kryptonormativen und moralischen Vorgaben sowie einer soziokulturellen Phänomenologie der Adaptation von Individuen und Kollektiven.</p> <p> </p> }} ;;; tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2016-12-14-wiesemann.png }}",,,,
1433,6090,,Medikalisierung des Alters,,Medikalisierung des Alters,"<p>Medikalisierung bedeutet, dass jene Lebensbereiche, die lange nicht als Felder der Medizin galten, nun zu einem Thema der Medizin gemacht und in diesem Zuge mit Krankheit in Verbindung gebracht werden.</p>",,en-UK,2016-12-22-schmidhuber,/2016-12-22-schmidhuber,https://www.philosophie.ch/2016-12-22-schmidhuber,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,schmidhuber-m,2016-12-22-schmidhuber.png,Altern.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Altern.png }},,,,
1418,6091,,Der „gesunde Kranke“ – Fundamentaler Informationskonflikt,,Der „gesunde Kranke“ – Fundamentaler Informationskonflikt,"<p>„Wissen ist Macht“ – dieses Credo war und ist nicht nur die Hintergrundfolie für das rechtliche Empowerment des Einzelnen im Verhältnis zur Staatsgewalt, sondern prägt ebenso die rechtlichen und ethischen Maximen im Hinblick auf die Beziehung zwischen Arzt und Patient.</p>",,en-UK,2016-12-22-duttge,/2016-12-22-duttge,https://www.philosophie.ch/2016-12-22-duttge,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,duttge-g,2016-12-22-duttge.png,thumb_gesundheit.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ thumb_gesundheit.png }},,,,
1436,6092,,Assistierte Autonomie bei medizinischen Entscheidungen,,Assistierte Autonomie bei medizinischen Entscheidungen,"<p>Urteilsfähige Patientinnen und Patienten haben heute ein Anrecht darauf, über Behandlung und Betreuung in Medizin und Pflege selber zu entscheiden.</p>",,en-UK,2016-12-22-wicki,/2016-12-22-wicki,https://www.philosophie.ch/2016-12-22-wicki,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,wicki-m,2016-12-22-wicki.png,2016-12-22-wicki.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 2016-12-22-wicki.png }},,,,
1435,6093,,dystopia medicae: Ausdruck einer ‚beschädigte Gesellschaft‘,,dystopia medicae: Ausdruck einer ‚beschädigte Gesellschaft‘,"<p>Die von Walter Benjamin fokussierte Kritik an einem „spezifisch ärztlichen Nihilismus“, den er auch dem tendenziell dem italienischen und deutschen Faschismus zugeneigten und für seine ‚medizynischen‘ Gedichte bekannten Arzt und Lyriker Gottfried Benn attestierte, ist vermutlich aktueller denn je.</p>",,en-UK,2016-12-22-vennmann-zimenkova,/2016-12-22-vennmann-zimenkova,https://www.philosophie.ch/2016-12-22-vennmann-zimenkova,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,"zimenkova, vennmann",2016-12-22-vennmann-zimenkova.jpg,précion.jpg,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ précion.jpg }},,,,
1419,6094,,Das Doppelleben des Schmerzes,,Das Doppelleben des Schmerzes,"<p>Woran lernen wir, was Schmerzen sind? Kaum durch technische Definitionen, sondern eher durch Bekanntschaft mit paradigmatischen Fällen: Der Griff auf die Herdplatte, der Sturz vom Fahrrad, das Magengrimmen, die Kopfschmerzen, etc. Lange bevor wir irgendeine Art von professionellem Training durchlaufen haben lernen wir, wie man das Wort „Schmerz“ benutzt.</p>",,en-UK,2016-12-22-fink,/2016-12-22-fink,https://www.philosophie.ch/2016-12-22-fink,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,fink-sb,2016-12-22-fink.png,Pain.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Pain.png }},,,,
1432,6095,,Berg und Luftrettung: Grenzen der Autonomie,,Berg und Luftrettung: Grenzen der Autonomie,"<p>Immer wieder werden wir im Rettungsdienst gefragt, ob das nicht Kopfschütteln und Widerwillen erzeugt, wenn immer wieder ""selbstverschuldete"" Unfälle, Leichtsinn und Überschätzung der Grund dafür sind, dass wir mit dem Helikopter oder der Ambulanz ausrücken und unser Leben ""riskieren"".</p>",,en-UK,2016-12-22-reisten,/2016-12-22-reisten,https://www.philosophie.ch/2016-12-22-reisten,GET,,,,,,42726,article,article,,,German,,,,,,,,,,,,,reisten-o,2016-12-22-reisten.png,Text and Drive.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Text and Drive.png }},,,,
1441,6096,,Die Endlichkeit des eigenen Lebens,,Die Endlichkeit des eigenen Lebens,"<p>Wir Menschen sind endliche Wesen; und diese Tatsache bereitet Vielen Leid. Es fällt schwer zu akzeptieren, dass es für mich einmal nicht mehr weitergeht, dass es eine Zeit geben wird, in der ich nicht mehr existiere.</p>",,en-UK,2016-12-23-sieroka,/2016-12-23-sieroka,https://www.philosophie.ch/2016-12-23-sieroka,GET,,,,,,42727,article,article,,,German,,,,,,,,,,,,,sieroka,2016-12-23-sieroka.png,Endlichkeit des eigenen Lebens.png,,,,,,,,,,,,,,,,,"Gesundheit, Tod",,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Endlichkeit des eigenen Lebens.png }},,,,
1438,6097,,Denken heilt! Philosophie für ein gesundes Leben,,Denken heilt! Philosophie für ein gesundes Leben,"<p>Nur eben: Denken heilt! erschöpft sich nicht in Kalendersprüchen, sagt nicht einfach kompliziert, was man auch einfach sagen könnte, sondern illustriert anhand zahlreicher Beispiele höchst differenziert ""die Stufenfolge von Erkennen des Problems, Entschluss zur Änderung und Üben"".</p>",,en-UK,2016-12-23-durrer,/2016-12-23-durrer,https://www.philosophie.ch/2016-12-23-durrer,GET,,,,,,42727,article,article,,,German,,,,,,,,,,,,,durrer-hb,2016-12-23-durrer.png,Mental Health Philosophy.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Mental Health Philosophy.png }},,,,
1439,6098,,Die neue Phänomenologie und ihr Potential in der Medizin,,Die neue Phänomenologie und ihr Potential in der Medizin,"<p>Was kann ich wissen? Was soll ich tun? Was darf ich hoffen? sind auch in der Medizin aktuelle Fragen, wenn sie auch aus naturwissenschaftlicher Perspektive und aus der Sicht des Positivismus derart einfache Antworten generieren, dass sich das Nachdenken kaum lohnt: Wissen kann ich im Prinzip alles, PubMed und verwandten Datenbanken sei Dank.</p>",,en-UK,2016-12-23-langewitz,/2016-12-23-langewitz,https://www.philosophie.ch/2016-12-23-langewitz,GET,,,,,,42727,article,article,,,German,,,,,,,,,,,,,langewitz-w,2016-12-23-langewitz.png,Räder Gehirn.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Räder Gehirn.png }},,,,
1468,6099,,Biopolitik und Individuum,,Biopolitik und Individuum,<p>Der Begriff der Biopolitik wurde von Michel Foucault geprägt und seither auf verschiedenste Weise interpretiert und weiterentwickelt.</p>,,en-UK,2016-12-30-zimmermann,/2016-12-30-zimmermann,https://www.philosophie.ch/2016-12-30-zimmermann,GET,,,,,,42734,article,article,,,German,,,,,,,,,,,,,zimmermann-p,2016-12-30-zimmermann.jpg,foucault-die-geburt-der-biopolitik.jpg,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ foucault-die-geburt-der-biopolitik.jpg }},,,,
1445,6100,,„Psychische Krankheit“: unverständlich ohne die Philosophie,,„Psychische Krankheit“: unverständlich ohne die Philosophie,"<p>Es gibt nicht viele medizinische Disziplinen, die sich mit der Definition des eigenen Behandlungs- und Forschungsgegenstandes derart schwertun wie die Psychiatrie.</p>",,en-UK,2016-12-26-hoff,/2016-12-26-hoff,https://www.philosophie.ch/2016-12-26-hoff,GET,,,,,,42730,article,article,,,German,,,,,,,,,,,,,hoff-p,2016-12-26-hoff.png,Mental Health.png,,,,,,,,,,,,,,,,,"Gesundheit, Philosophie und Psychotherapie",,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Mental Health.png }},,,,
1467,6101,,Gesundheit in Medizin und Gesellschaft,<p>Ausschnitte von Dirk Lanzeraths Beitrag</p>,Gesundheit in Medizin und Gesellschaft,"<p>Während in medizinischen Handbüchern und Lexika viele Krankheiten im Detail beschrieben sind, sucht man häufig vergeblich nach den Stichwörtern ""Gesundheit"" und ""Krankheit"". Die Begriffe sind offenbar unscharf, schwer abzugrenzen, und zu jenen Grundbegriffen gehörig, von denen der Philosoph I. Kant sagt, dass sie zwar erörterbar oder beschreibbar, aber kaum definierbar seien.</p>",,en-UK,2016-12-30-lanzerath,/2016-12-30-lanzerath,https://www.philosophie.ch/2016-12-30-lanzerath,GET,,,,,,42734,article,article,,,German,,,,,,,,,,,,,lanzerath-d,2016-12-30-lanzerath.png,Gesundheit.png,,,,,,,,,,,,,,,,,Gesundheit,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Gesundheit.png }},,,,
3271,6112,,Themenschwerpunkt Philosophie der Ökonomie,,Philosophie der Ökonomie,<p>Ein Themenschwerpunkt</p>,,en-UK,philosophie-der-oekonomie,/philosophie-der-oekonomie,https://www.philosophie.ch/philosophie-der-oekonomie,GET,,,,,,44813,topic,portal page,,,German,,,,,,,,,,,,,,focus-area-oekonomie.jpg,money-g0de52d53c_1920.jpg,,,,,,,,,,,,,,,,,Ökonomie,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ money-g0de52d53c_1920.jpg }},,,,
1272,6123,,Thomas Hobbes: Befreiung durch Unterjochung,,Thomas Hobbes: Befreiung durch Unterjochung,<p >Seiner Kernschmelze entkam das Finanzsystem nach der Pleite der Investmentbank Lehman Brothers im Jahre 2008 nur knapp. Die Schockwellen aus New York wogten um den Globus und brachten andere Banken sowie - durch deren Rettung - ganze Staaten an den Abgrund.</p>,,en-UK,2016-11-13-manzin,/2016-11-13-manzin,https://www.philosophie.ch/2016-11-13-manzin,GET,,,,,,42687,article,article,,,German,,,,,,,,,,,,,manzin-t,2016-11-13-manzin.jpg,Leviathan_by_Thomas_Hobbes.jpg,,,,,,,,,,,,,,,,Philosophie der Moderne und Gegenwart,Ökonomie,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ Leviathan_by_Thomas_Hobbes.jpg }},,,,
1754,6125,,Freiwillige Übermittlung von Gesundheitsdaten?,,Freiwillige Übermittlung von Gesundheitsdaten?,<p>Ein philosophisches Argument gegen die freiwillige Übermittlung von Gesundheitsdaten an Krankenversicherungen</p>,,en-UK,2018-06-18-moser,/2018-06-18-moser,https://www.philosophie.ch/2018-06-18-moser,GET,,,,,,43269,article,article,,,German,,,,,,,,,,,,,moser-e,2018-06-18-moser.jpg,"teleskopbau_Image_taken_from_page_120_of_'L'Espace_céleste_et_la_nature_tropicale,_description_physique_de_l'univers_..._préface_de_M._Babinet,_dessins_de_Yan'_Dargent'_(11241526785).jpg",,,,,,,,,,,,,,,,,Gesundheit,,,"tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ teleskopbau_Image_taken_from_page_120_of_'L'Espace_céleste_et_la_nature_tropicale,_description_physique_de_l'univers_..._préface_de_M._Babinet,_dessins_de_Yan'_Dargent'_(11241526785).jpg }}",,,,
1590,6129,,Verantwortung und Verantwortungslosigkeiten im Zweiten Maschinenzeitalter,,Verantwortung und Verantwortungslosigkeiten im Zweiten Maschinenzeitalter,"<p>Maschinen werden in der Lage sein, Steuererklärungen besser auszufüllen als ihr Steuerberater, Röntgenaufnahmen genauer auszuwerten als ihre Ärztin, Prüfungen fairer zu bewerten als ihr Professor.</p>",,en-UK,2017-10-12-festl,/2017-10-12-festl,https://www.philosophie.ch/2017-10-12-festl,GET,,,,,,43020,article,article,,,German,,,,,,,,,,,,,festl-m,2017-10-12-festl.jpg,"manipulation_A_Edgar_Poe_(A_l'horizon_l'Ange_des_Certitudes,_et_dans_le_ciel_sombre,_un_regard_interrogateur)_LACMA_AC1997.14.1.4.jpg",,,,,,,,,,,,,,,,,Verantwortung,,,"tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ manipulation_A_Edgar_Poe_(A_l'horizon_l'Ange_des_Certitudes,_et_dans_le_ciel_sombre,_un_regard_interrogateur)_LACMA_AC1997.14.1.4.jpg }}",,,,
1574,6130,,Die Verantwortung der Wissenschaft,,Die Verantwortung der Wissenschaft,<p>Unsere Gesellschaft sieht sich zahlreichen komplexen globalen Problemen gegenüber: Von Klimawandel über cyber security bis hin zu Antibiotikaresistenzen und Bienensterben.</p>,,en-UK,2017-09-21-bschir,/2017-09-21-bschir,https://www.philosophie.ch/2017-09-21-bschir,GET,,,,,,42999,article,article,,,German,,,,,,,,,,,,,bschir-k,2017-09-21-bschir.jpg,verantwortung_A_bad_night_LACMA_63.11.36.jpg,,,,,,,,,,,,,,,,Wissenschaftsphilosophie,Verantwortung,,,tag_page_type: {{  }} => {{ article }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ verantwortung_A_bad_night_LACMA_63.11.36.jpg }},,,,
3242,6132,,Themenschwerpunkt Philosophie der Erziehung,,Philosophie der Erziehung,<p>Ein Themenschwerpunkt</p>,,en-UK,erziehung,/erziehung,https://www.philosophie.ch/erziehung,GET,,,,,,44813,topic,portal page,,,German,,,,,,,,,,,,,,focus-area-erziehung.png,png_20220916_212528_0000.png,,,,,,,,,,,,,,,,,Erziehung,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ png_20220916_212528_0000.png }},,,,
3289,6133,,Themenschwerpunkt Verantwortung,,Verantwortung,<p>Ein Themenschwerpunkt</p>,,en-UK,verantwortung,/verantwortung,https://www.philosophie.ch/verantwortung,GET,,,,,,44813,topic,portal page,,,German,,,,,,,,,,,,,,focus-area-verantwortung.png,7.png,,,,,,,,,,,,,,,,,Verantwortung,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ 7.png }},,,,
3579,6134,,Contribute,,Contribute,<p>All are welcome to contribute to the philosophy portal.</p>,,en,contribute,/en/contribute,https://www.philosophie.ch/en/contribute,GET,,,,,,42662,standard,portal page,,,English,,,,,,,,,,,,,,philo-ch-submit-article.svg,,,,,,,,,,,,"philo-ch-submit-article.svg, philo-ch-become-member.svg, philo-ch-support.svg, philo-ch-newsletter.svg, philo-ch-create-profile.svg, philo-ch-area-editors.svg, philo-ch-launch-project.svg, philo-ch-competition.svg, philo-ch-job-offers.svg, philo-ch-interns.svg, philo-ch-messageboard.svg, philo-ch-publish-with-us.svg, philo-ch-cooperate.svg, philo-ch-faq.svg, philo-ch-our-publications.svg",,,,,,,,partial success,"intro_image_portal: {{  }} => {{ contribuer.svg }} ;;; box_assets: {{ philo-ch-submit-article.svg, philo-ch-become-member.svg, philo-ch-support.svg, philo-ch-newsletter.svg, philo-ch-create-profile.svg, philo-ch-area-editors.svg, philo-ch-launch-project.svg, philo-ch-competition.svg, philo-ch-job-offers.svg, philo-ch-interns.svg, philo-ch-messageboard.svg, philo-ch-publish-with-us.svg, philo-ch-cooperate.svg, philo-ch-faq.svg, philo-ch-our-publications.svg }} => {{  }}",--- box: {{ AssetBlocksAndUrlsMismatch :: Number of boxs and number of URLs do not match. Found 0 box blocks but 15 URLs/asset names. }},,15,
3595,6135,,Create a Profile,,Create a Profile,<p>How to create a profile on <em>philosophie.ch</em></p>,,en,create-a-profile,/en/create-a-profile,https://www.philosophie.ch/en/create-a-profile,GET,,,,,,42662,standard,portal page,,,English,,,,,,,,,,,,,,philo-ch-create-profile.svg,vekto profile.svg,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ English }} ;;; intro_image_portal: {{  }} => {{ vekto profile.svg }},,,,
3583,6136,,Become a Member,<p>help us make <em>Philosophie.ch</em> the best it can be</p>,Become a Member,<p>Please support us.</p>,,en,become-a-member,/en/become-a-member,https://www.philosophie.ch/en/become-a-member,GET,,,,,,42662,standard,portal page,,,English,,,,,,,,,,,,,,philo-ch-become-member.svg,member.svg,,,,,,,,,,,,,,,,,,,,tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ English }} ;;; intro_image_portal: {{  }} => {{ member.svg }},,,,
3586,6137,,Unterstützen Sie uns,<p>Der Mensch lebt nicht vom Brot allein... aber:</p>,Unterstützen Sie uns,<p>Jede Hilfe ist willkommen.</p>,,de,unterstuetzen-sie-uns,/de/unterstuetzen-sie-uns,https://www.philosophie.ch/de/unterstuetzen-sie-uns,GET,,,,,,42662,standard,portal page,,,German,,,,,,,,,,,,,,philo-ch-support.svg,soutien.svg,,,,,,,QR.png,qr code.png,,,,"Rechnung-20.pdf, Rechnung-80.pdf, Rechnung-200.pdf, Rechnung-offen.pdf","Rechnung-20.pdf, Rechnung-80.pdf, Rechnung-200.pdf, Rechnung-offen.pdf",,,,,,,"tag_page_type: {{  }} => {{ portal page }} ;;; tag_language: {{  }} => {{ German }} ;;; intro_image_portal: {{  }} => {{ soutien.svg }} ;;; pictures_portal: {{  }} => {{ qr code.png }} ;;; _attachment_links_assets: {{  }} => {{ Rechnung-20.pdf, Rechnung-80.pdf, Rechnung-200.pdf, Rechnung-offen.pdf }}",,,,
